id,number,events_id,works_id,is_premiere,with_mls,plays_mls_keyboards,mls_instrument,sings_with_minus,sings_incomplete,is_first_after_break,is_poem,sings_mls_only,note
L1988-08-26_vishnevo,20,L1988-08-26,vishnevo,false,false,false,,false,false,false,false,
L1988-08-26_alliluja,21,L1988-08-26,alliluja,false,false,false,,false,false,false,false,
L1988-08-26_gorestn2,22,L1988-08-26,gorestn2,false,false,false,,false,false,false,false,
L1988-08-26_sredneg2,23,L1988-08-26,sredneg2,false,false,false,,false,false,false,false,
L1988-08-26_unasopja,24,L1988-08-26,unasopja,false,false,false,,false,false,false,false,
L1988-08-26_pustyjeb,25,L1988-08-26,pustyjeb,false,false,false,,false,false,false,false,
L1988-08-26_ogerojax,26,L1988-08-26,ogerojax,false,false,false,,false,false,false,false,
L1988-08-26_vosxodja,27,L1988-08-26,vosxodja,false,false,false,,false,false,false,false,
L1988-08-26_doroga,28,L1988-08-26,doroga,false,false,false,,false,false,false,false,
L1988-08-26_proschan,29,L1988-08-26,proschan,false,false,false,,false,false,false,false,
L1988-08-26_nazimnej,30,L1988-08-26,nazimnej,false,false,false,,false,false,false,false,
L1988-08-26_korablik,31,L1988-08-26,korablik,false,false,false,,false,false,false,false,
L1988-08-26_babelman,32,L1988-08-26,babelman,false,false,false,,false,false,false,false,
L1988-08-26_kovcheg,33,L1988-08-26,kovcheg,false,false,false,,false,false,false,false,
L1988-05-xx_fevral,01,L1988-05-xx,fevral,false,false,false,,false,false,false,false,
L1988-05-xx_kibitka,02,L1988-05-xx,kibitka,false,false,false,,false,false,false,false,
L1988-05-xx_trubach,03,L1988-05-xx,trubach,false,false,false,,false,false,false,false,
L1988-05-xx_moekoro1,04,L1988-05-xx,moekoro1,false,false,false,,false,false,false,false,
L1988-05-xx_moekoro2,05,L1988-05-xx,moekoro2,false,false,false,,false,false,false,false,
L1988-05-xx_jubilejn,06,L1988-05-xx,jubilejn,false,false,false,,false,false,false,false,
L1988-05-xx_malenkaj,07,L1988-05-xx,malenkaj,false,false,false,,false,false,false,false,
L1988-05-xx_teplyj,08,L1988-05-xx,teplyj,false,false,false,,false,false,false,false,
L1988-05-xx_billy,09,L1988-05-xx,billy,false,false,false,,false,false,false,false,
L1988-05-xx_proschan,10,L1988-05-xx,proschan,false,false,false,,false,false,false,false,
L1988-05-xx_konivvag,11,L1988-05-xx,konivvag,false,false,false,,false,false,false,false,
L1988-05-xx_bolero1,12,L1988-05-xx,bolero1,false,false,false,,false,false,false,false,
L1988-05-xx_vishnevo,13,L1988-05-xx,vishnevo,false,false,false,,false,false,false,false,
L1988-05-xx_romans1,14,L1988-05-xx,romans1,false,false,false,,false,false,false,false,
L1988-05-xx_adleucon,15,L1988-05-xx,adleucon,false,false,false,,false,false,false,false,
L1988-05-xx_proscha1,16,L1988-05-xx,proscha1,false,false,false,,false,false,false,false,
L1988-05-xx_dusha,17,L1988-05-xx,dusha,false,false,false,,false,false,true,false,
L1988-05-xx_maj,18,L1988-05-xx,maj,false,false,false,,false,false,false,false,
L1988-05-xx_alliluja,19,L1988-05-xx,alliluja,false,false,false,,false,false,false,false,
L1988-05-xx_nichemun,20,L1988-05-xx,nichemun,false,false,false,,false,false,false,true,
L1988-05-xx_idetvojn,21,L1988-05-xx,idetvojn,false,false,false,,false,false,false,true,
L1988-05-xx_pokudani,22,L1988-05-xx,pokudani,false,false,false,,false,false,false,true,
L1988-05-xx_vechnoes,23,L1988-05-xx,vechnoes,false,false,false,,false,false,false,true,
L1988-05-xx_marija,24,L1988-05-xx,marija,false,false,false,,false,false,false,false,
L1988-05-xx_kapitan,25,L1988-05-xx,kapitan,false,false,false,,false,false,false,false,
L1988-05-xx_korablik,26,L1988-05-xx,korablik,false,false,false,,false,false,false,false,
L1988-05-xx_gorestn2,27,L1988-05-xx,gorestn2,false,false,false,,false,false,false,false,
L1988-05-xx_jaispoln,28,L1988-05-xx,jaispoln,false,false,false,,false,false,false,false,
L1988-05-xx_shanson,29,L1988-05-xx,shanson,false,false,false,,false,false,false,false,
L1988-05-xx_kovcheg,30,L1988-05-xx,kovcheg,false,false,false,,false,false,false,false,
L1988-04-12_balagan1,01,L1988-04-12,balagan1,false,false,false,,false,false,false,false,
L1988-04-12_moekoro1,02,L1988-04-12,moekoro1,false,false,false,,false,false,false,false,
L1988-04-12_moekoro2,03,L1988-04-12,moekoro2,false,false,false,,false,false,false,false,
L1988-04-12_sredneg2,04,L1988-04-12,sredneg2,false,false,false,,false,false,false,false,
L1988-04-12_vishnevo,05,L1988-04-12,vishnevo,false,false,false,,false,false,false,false,
L1988-04-12_jaispoln,06,L1988-04-12,jaispoln,false,false,false,,false,false,false,false,
L1988-04-12_malenkaj,07,L1988-04-12,malenkaj,false,false,false,,false,false,false,false,
L1988-04-12_pustyjeb,08,L1988-04-12,pustyjeb,false,false,false,,false,false,false,false,
L1988-04-12_billy,09,L1988-04-12,billy,false,false,false,,false,false,false,false,
L1988-04-12_proschan,10,L1988-04-12,proschan,false,false,false,,false,false,false,false,
L1988-04-12_schitime,11,L1988-04-12,schitime,false,false,false,,false,false,false,false,
L1988-04-12_bolero2,12,L1988-04-12,bolero2,false,false,false,,false,false,false,false,
L1988-04-12_trubach,13,L1988-04-12,trubach,false,false,false,,false,false,false,false,
L1988-04-12_proscha2,14,L1988-04-12,proscha2,false,false,false,,false,false,false,false,
L1988-04-12_nazimnej,15,L1988-04-12,nazimnej,false,false,false,,false,false,false,false,
