08.01.2025 cр – Москва, бард-клуб "Гнездо глухаря"
L2024-12-15_shkolat1,18,L2024-12-15, shkolat1,false,
L2024-12-15_muzhajsj,19,L2024-12-15, muzhajsj,false,
L2024-12-15_marija,20,L2024-12-15, marija,false,
L2024-12-15_zoosad,21,L2024-12-15, zoosad,false,
L2024-12-15_kchemuis,22,L2024-12-15, kchemuis,false,
L2024-12-15_hrustal,23,L2024-12-15, hrustal,false,
L2024-12-15_dusha,24,L2024-12-15, dusha,false,
L2024-12-15_sharmans,25,L2024-12-15, sharmans,false,

16.11.2024 сб – Москва, бард-клуб "Гнездо глухаря"
L2024-11-16_ryba,01,L2024-11-16, ryba,false,
L2024-11-16_1991,02,L2024-11-16, 1991,false,
L2024-11-16_panorama,03,L2024-11-16, panorama,false,
L2024-11-16_gonistos,04,L2024-11-16, gonistos,false,
L2024-11-16_akoektop,05,L2024-11-16, akoektop,false,
L2024-11-16_romans2,06,L2024-11-16, romans2,false,
L2024-11-16_peterbur,07,L2024-11-16, peterbur,false,
L2024-11-16_volhonka,08,L2024-11-16, volhonka,false,
L2024-11-16_gdetytep,09,L2024-11-16, gdetytep,false,
L2024-11-16_shkolat2,10,L2024-11-16, shkolat2,false,
L2024-11-16_madlen,11,L2024-11-16, madlen,false,
L2024-11-16_udachny,12,L2024-11-16, udachny,false,
L2024-11-16_totosego,13,L2024-11-16, totosego,false,
---
L2024-11-16_dopoezda,14,L2024-11-16, dopoezda,false,
L2024-11-16_suhumi,15,L2024-11-16, suhumi,false,
L2024-11-16_shum,16,L2024-11-16, shum,false,
L2024-11-16_adleucon,17,L2024-11-16, adleucon,false,
L2024-11-16_baltijsk,18,L2024-11-16, baltijsk,false,
L2024-11-16_kudanena,19,L2024-11-16, kudanena,false,
L2024-11-16_navescha,20,L2024-11-16, navescha,false,
L2024-11-16_kuspehuv,21,L2024-11-16, kuspehuv,false,
L2024-11-16_nadvuhk,22,L2024-11-16, nadvuhk,false,
L2024-11-16_esli,23,L2024-11-16, esli,false,
L2024-11-16_pesenkao,24,L2024-11-16, pesenkao,false,
L2024-11-16_chepuxa,25,L2024-11-16, chepuxa,false,

29.09.2024 вс – Санкт-Петербург, бард-клуб "Гнездо глухаря"
L2024-09-29_zaklinan,01,L2024-09-29, zaklinan,false,
L2024-09-29_dendensk,02,L2024-09-29, dendensk,false,
L2024-09-29_panorama,03,L2024-09-29, panorama,false,
L2024-09-29_proscha4,04,L2024-09-29, proscha4,false,
L2024-09-29_adleucon,05,L2024-09-29, adleucon,false,
L2024-09-29_gonistos,06,L2024-09-29, gonistos,false,
L2024-09-29_nadvuhk,07,L2024-09-29, nadvuhk,false,
L2024-09-29_volk,08,L2024-09-29, volk,false,
L2024-09-29_chteniem,09,L2024-09-29, chteniem,false,
L2024-09-29_voslavug,10,L2024-09-29, voslavug,false,
L2024-09-29_udachny,11,L2024-09-29, udachny,false,
L2024-09-29_chumka,12,L2024-09-29, chumka,false,
L2024-09-29_nezabyva,13,L2024-09-29, nezabyva,false,
L2024-09-29_deja,14,L2024-09-29, deja,false,
L2024-09-29_kuznechiki,15,L2024-09-29, kuznechiki,false,
L2024-09-29_romans2,16,L2024-09-29, romans2,false,
L2024-09-29_serenada,17,L2024-09-29, serenada,false,
L2024-09-29_vpoxodny,18,L2024-09-29, vpoxodny,false,
L2024-09-29_shum,19,L2024-09-29, shum,false,
L2024-09-29_kanonov,20,L2024-09-29, kanonov,false,
L2024-09-29_pamjativ,21,L2024-09-29, pamjativ,false,
L2024-09-29_sharmans,22,L2024-09-29, sharmans,false,
L2024-09-29_esli,23,L2024-09-29, esli,false,
L2024-09-29_baltijsk,24,L2024-09-29, baltijsk,false,
L2024-09-29_totosego,25,L2024-09-29, totosego,false,
L2024-09-29_chepuxa,26,L2024-09-29, chepuxa,false,
L2024-09-29_nerazmen,27,L2024-09-29, nerazmen,false,

23.09.2024 пн – Москва, бард-клуб "Гнездо глухаря", дуэт (гитара), премьера
L2024-09-23_kibitka,01,L2024-09-23, kibitka,false,
L2024-09-23_romans1,02,L2024-09-23, romans1,false,
L2024-09-23_adleucon,03,L2024-09-23, adleucon,false,
L2024-09-23_paris,04,L2024-09-23, paris,false,
L2024-09-23_opyatpar,05,L2024-09-23, opyatpar,false,
L2024-09-23_marija,06,L2024-09-23, marija,false,
L2024-09-23_kchemuis,07,L2024-09-23, kchemuis,false,
L2024-09-23_vrjadli,08,L2024-09-23, vrjadli,false,
L2024-09-23_bereg,09,L2024-09-23, bereg,false,
L2024-09-23_proscha4,10,L2024-09-23, proscha4,false,
L2024-09-23_temapoko,11,L2024-09-23, temapoko,false,
L2024-09-23_serenada,12,L2024-09-23, serenada,false,
L2024-09-23_ljubov,13,L2024-09-23, ljubov,false,
L2024-09-23_farmacev,14,L2024-09-23, farmacev,false,
L2024-09-23_balagan2,15,L2024-09-23, balagan2,false,
---
L2024-09-23_navsejz1,16,L2024-09-23, navsejz1,false,
L2024-09-23_konecned,17,L2024-09-23, konecned,false,
L2024-09-23_aneta,18,L2024-09-23, aneta,false,
L2024-09-23_nenadoby,19,L2024-09-23, nenadoby,false,
L2024-09-23_plach,20,L2024-09-23, plach,true,
L2024-09-23_korablik,21,L2024-09-23, korablik,false,
L2024-09-23_chtobyat,22,L2024-09-23, chtobyat,false,
L2024-09-23_sezondoz,23,L2024-09-23, sezondoz,false,
L2024-09-23_kovcheg,24,L2024-09-23, kovcheg,false,
L2024-09-23_karavan,25,L2024-09-23, karavan,false,
L2024-09-23_proscha1,26,L2024-09-23, proscha1,false,
L2024-09-23_dusha,27,L2024-09-23, dusha,false,
L2024-09-23_vtornik,28,L2024-09-23, vtornik,false,
L2024-09-23_vosxodja,29,L2024-09-23, vosxodja,false,

20.08.2024 вт – Москва, бард-клуб "Гнездо глухаря"
L2024-08-20_krasnye,01,L2024-08-20, krasnye,false,
L2024-08-20_vpotokah,02,L2024-08-20, vpotokah,false,
L2024-08-20_suhumi,03,L2024-08-20, suhumi,false,
L2024-08-20_voslavug,04,L2024-08-20, voslavug,false,
L2024-08-20_kalejdos,05,L2024-08-20, kalejdos,false,
L2024-08-20_dopoezda,06,L2024-08-20, dopoezda,false,
L2024-08-20_kuznechiki,07,L2024-08-20, kuznechiki,false,
L2024-08-20_deja,08,L2024-08-20, deja,false,
L2024-08-20_ryba,09,L2024-08-20, ryba,false,
L2024-08-20_vpoxodny,10,L2024-08-20, vpoxodny,false,
L2024-08-20_nezabyva,11,L2024-08-20, nezabyva,false,
L2024-08-20_stixiopr,12,L2024-08-20, stixiopr,false,
L2024-08-20_temapoleta,13,L2024-08-20, temapoleta,false,
L2024-08-20_udachny,14,L2024-08-20, udachny,false,
L2024-08-20_totosego,15,L2024-08-20, totosego,false,
---
L2024-08-20_volk,16,L2024-08-20, volk,false,
L2024-08-20_chteniem,17,L2024-08-20, chteniem,false,
L2024-08-20_nadvuhk,18,L2024-08-20, nadvuhk,false,
L2024-08-20_kuspehuv,19,L2024-08-20, kuspehuv,false,
L2024-08-20_hrustal,20,L2024-08-20, hrustal,false,
L2024-08-20_baltijsk,21,L2024-08-20, baltijsk,false,
L2024-08-20_alliluja,22,L2024-08-20, alliluja,false,
L2024-08-20_esli,23,L2024-08-20, esli,false,
L2024-08-20_ubykagol,24,L2024-08-20, ubykagol,false,
L2024-08-20_sharmans,25,L2024-08-20, sharmans,false,
L2024-08-20_chepuxa,26,L2024-08-20, chepuxa,false,

06.07.2024 сб – Москва, бард-клуб "Гнездо глухаря"
L2024-07-06_ryba,01,L2024-07-06, ryba,false,
L2024-07-06_dopoezda,02,L2024-07-06, dopoezda,false,
L2024-07-06_suhumi,03,L2024-07-06, suhumi,false,
L2024-07-06_volk,04,L2024-07-06, volk,false,
L2024-07-06_kuznechiki,05,L2024-07-06, kuznechiki,false,
L2024-07-06_akoektop,06,L2024-07-06, akoektop,false,
L2024-07-06_propadu,07,L2024-07-06, propadu,false,
L2024-07-06_gonistos,08,L2024-07-06, gonistos,false,
L2024-07-06_kanonov,09,L2024-07-06, kanonov,false,
L2024-07-06_pamjativ,10,L2024-07-06, pamjativ,false,
L2024-07-06_peyzazh,11,L2024-07-06, peyzazh,false,
L2024-07-06_udachny,12,L2024-07-06, udachny,false,
L2024-07-06_totosego,13,L2024-07-06, totosego,false,
---
L2024-07-06_avtoparo,14,L2024-07-06, avtoparo,false,
L2024-07-06_izpepla,15,L2024-07-06, izpepla,false,
L2024-07-06_2001,16,L2024-07-06, 2001,false,
L2024-07-06_voslavug,17,L2024-07-06, voslavug,false,
L2024-07-06_deja,18,L2024-07-06, deja,false,
L2024-07-06_chteniem,19,L2024-07-06, chteniem,false,
L2024-07-06_hrustal,20,L2024-07-06, hrustal,false,
L2024-07-06_baltijsk,21,L2024-07-06, baltijsk,false,
L2024-07-06_alliluja,22,L2024-07-06, alliluja,false,
L2024-07-06_romans2,23,L2024-07-06, romans2,false,
L2024-07-06_chepuxa,24,L2024-07-06, chepuxa,false,
L2024-07-06_sharmans,25,L2024-07-06, sharmans,false,

02.06.2024 вс – США, Kensington, MD, клуб "БардЭльЕро"
L2024-06-02_dopoezda,01,L2024-06-02, dopoezda,false,
L2024-06-02_deja,02,L2024-06-02, deja,false,
L2024-06-02_shum,03,L2024-06-02, shum,false,
L2024-06-02_nadvuhk,04,L2024-06-02, nadvuhk,false,
L2024-06-02_gonistos,05,L2024-06-02, gonistos,false,
L2024-06-02_akoektop,06,L2024-06-02, akoektop,false,
L2024-06-02_izpepla,07,L2024-06-02, izpepla,false,
L2024-06-02_chteniem,08,L2024-06-02, chteniem,false,
L2024-06-02_chumka,09,L2024-06-02, chumka,false,
L2024-06-02_kto,10,L2024-06-02, kto,false,
L2024-06-02_kuspehuv,11,L2024-06-02, kuspehuv,false,
L2024-06-02_kudanena,12,L2024-06-02, kudanena,false,
L2024-06-02_madlen,13,L2024-06-02, madlen,false,
L2024-06-02_ballada,14,L2024-06-02, ballada,false,
L2024-06-02_uzhesli,15,L2024-06-02, uzhesli,false,
L2024-06-02_ryba,16,L2024-06-02, ryba,false,
L2024-06-02_hrustal,17,L2024-06-02, hrustal,false,
L2024-06-02_kanonov,18,L2024-06-02, kanonov,false,
L2024-06-02_baltijsk,19,L2024-06-02, baltijsk,false,
L2024-06-02_romans2,20,L2024-06-02, romans2,false,
L2024-06-02_totosego,21,L2024-06-02, totosego,false,
L2024-06-02_zoosad,22,L2024-06-02, zoosad,false,
L2024-06-02_sharmans,23,L2024-06-02, sharmans,false,
L2024-06-02_alliluja,24,L2024-06-02, alliluja,false,
L2024-06-02_nerazmen,25,L2024-06-02, nerazmen,false,

25.05.2024 сб – США, New Rochelle, NY
L2024-05-25_dopoezda,01,L2024-05-25, dopoezda,false,
L2024-05-25_zaklinan,02,L2024-05-25, zaklinan,false,
L2024-05-25_shum,03,L2024-05-25, shum,false,
L2024-05-25_nadvuhk,04,L2024-05-25, nadvuhk,false,
L2024-05-25_gonistos,05,L2024-05-25, gonistos,false,
L2024-05-25_shkolat2,06,L2024-05-25, shkolat2,false,
L2024-05-25_ballada,07,L2024-05-25, ballada,false,
L2024-05-25_chteniem,08,L2024-05-25, chteniem,false,
L2024-05-25_chumka,09,L2024-05-25, chumka,false,
L2024-05-25_kto,10,L2024-05-25, kto,false,
L2024-05-25_kuspehuv,11,L2024-05-25, kuspehuv,false,
L2024-05-25_kudanena,12,L2024-05-25, kudanena,false,
L2024-05-25_madlen,13,L2024-05-25, madlen,false,
L2024-05-25_krechi,14,L2024-05-25, krechi,false,
L2024-05-25_romansma,15,L2024-05-25, romansma,false,
---
L2024-05-25_ryba,16,L2024-05-25, ryba,false,
L2024-05-25_hrustal,17,L2024-05-25, hrustal,false,
L2024-05-25_kanonov,18,L2024-05-25, kanonov,false,
L2024-05-25_baltijsk,19,L2024-05-25, baltijsk,false,
L2024-05-25_drugoe,20,L2024-05-25, drugoe,false,
L2024-05-25_japodari,21,L2024-05-25, japodari,false,
L2024-05-25_uzhesli,22,L2024-05-25, uzhesli,false,
L2024-05-25_totosego,23,L2024-05-25, totosego,false,
L2024-05-25_zoosad,24,L2024-05-25, zoosad,false,
L2024-05-25_esli,10,L2024-05-25, esli,false,
L2024-05-25_sharmans,25,L2024-05-25, sharmans,false,
L2024-05-25_alliluja,26,L2024-05-25, alliluja,false,
L2024-05-25_nerazmen,27,L2024-05-25, nerazmen,false,

19.05.2024 вс – США, Boston, MA
L2024-05-19_dopoezda,01,L2024-05-19, dopoezda,false,
L2024-05-19_akoektop,02,L2024-05-19, akoektop,false,
L2024-05-19_podzname,03,L2024-05-19, podzname,false,
L2024-05-19_nadvuhk,04,L2024-05-19, nadvuhk,false,
L2024-05-19_izpepla,05,L2024-05-19, izpepla,false,
L2024-05-19_kuspehuv,06,L2024-05-19, kuspehuv,false,
L2024-05-19_voslavug,07,L2024-05-19, voslavug,false,
L2024-05-19_chteniem,08,L2024-05-19, chteniem,false,
L2024-05-19_chumka,09,L2024-05-19, chumka,false,
L2024-05-19_kto,10,L2024-05-19, kto,false,
L2024-05-19_peyzazh,11,L2024-05-19, peyzazh,false,
L2024-05-19_razvecht,12,L2024-05-19, razvecht,false,
L2024-05-19_ryba,13,L2024-05-19, ryba,false,
L2024-05-19_vpoxodny,14,L2024-05-19, vpoxodny,false,
L2024-05-19_shum,15,L2024-05-19, shum,false,
L2024-05-19_baltijsk,16,L2024-05-19, baltijsk,false,
L2024-05-19_kudanena,17,L2024-05-19, kudanena,false,
L2024-05-19_kanonov,18,L2024-05-19, kanonov,false,
L2024-05-19_pamjativ,19,L2024-05-19, pamjativ,false,
L2024-05-19_madlen,20,L2024-05-19, madlen,false,
L2024-05-19_japodari,21,L2024-05-19, japodari,false,
L2024-05-19_hrustal,22,L2024-05-19, hrustal,false,
L2024-05-19_esli,23,L2024-05-19, esli,false,
L2024-05-19_zoosad,24,L2024-05-19, zoosad,false,
L2024-05-19_sharmans,25,L2024-05-19, sharmans,false,
L2024-05-19_alliluja,26,L2024-05-19, alliluja,false,
L2024-05-19_totosego,27,L2024-05-19, totosego,false,

16.05.2024 чт – США, Cleveland, OH
L2024-05-16_dopoezda,01,L2024-05-16, dopoezda,false,
L2024-05-16_akoektop,02,L2024-05-16, akoektop,false,
L2024-05-16_ryba,03,L2024-05-16, ryba,false,
L2024-05-16_rodljuds,04,L2024-05-16, rodljuds,false,
L2024-05-16_razvecht,05,L2024-05-16, razvecht,false,
L2024-05-16_izpepla,06,L2024-05-16, izpepla,false,
L2024-05-16_nadvuhk,07,L2024-05-16, nadvuhk,false,
L2024-05-16_chumka,08,L2024-05-16, chumka,false,
L2024-05-16_kto,09,L2024-05-16, kto,false,
L2024-05-16_chteniem,10,L2024-05-16, chteniem,false,
L2024-05-16_peyzazh,11,L2024-05-16, peyzazh,false,
L2024-05-16_vpoxodny,12,L2024-05-16, vpoxodny,false,
L2024-05-16_aviapochta,13,L2024-05-16, aviapochta,false,
L2024-05-16_zastolnaya,14,L2024-05-16, zastolnaya,false,
L2024-05-16_itakvope,15,L2024-05-16, itakvope,false,
L2024-05-16_voslavug,16,L2024-05-16, voslavug,false,
L2024-05-16_kanonov,17,L2024-05-16, kanonov,false,
L2024-05-16_shum,18,L2024-05-16, shum,false,
L2024-05-16_totosego,19,L2024-05-16, totosego,false,
L2024-05-16_madlen,20,L2024-05-16, madlen,false,
L2024-05-16_navescha,21,L2024-05-16, navescha,false,
L2024-05-16_pamjativ,22,L2024-05-16, pamjativ,false,
L2024-05-16_hrustal,23,L2024-05-16, hrustal,false,
L2024-05-16_zoosad,24,L2024-05-16, zoosad,false,
L2024-05-16_sharmans,25,L2024-05-16, sharmans,false,
L2024-05-16_esli,26,L2024-05-16, esli,false,

14.05.2024 вт – США, Secaucus, NJ
L2024-05-14_podzname,01,L2024-05-14, podzname,false,
L2024-05-14_akoektop,02,L2024-05-14, akoektop,false,
L2024-05-14_zvezdoch,03,L2024-05-14, zvezdoch,false,
L2024-05-14_rodljuds,04,L2024-05-14, rodljuds,false,
L2024-05-14_razvecht,05,L2024-05-14, razvecht,false,
L2024-05-14_izpepla,06,L2024-05-14, izpepla,false,
L2024-05-14_nadvuhk,07,L2024-05-14, nadvuhk,false,
L2024-05-14_chumka,08,L2024-05-14, chumka,false,
L2024-05-14_kto,09,L2024-05-14, kto,false,
L2024-05-14_ryba,10,L2024-05-14, ryba,false,
L2024-05-14_suhumi,11,L2024-05-14, suhumi,false,
L2024-05-14_vpoxodny,12,L2024-05-14, vpoxodny,false,
L2024-05-14_kudanena,13,L2024-05-14, kudanena,false,
L2024-05-14_drugoe,14,L2024-05-14, drugoe,false,
L2024-05-14_voslavug,15,L2024-05-14, voslavug,false,
L2024-05-14_prosba,16,L2024-05-14, prosba,false,
L2024-05-14_avtoparo,17,L2024-05-14, avtoparo,false,
L2024-05-14_totosego,18,L2024-05-14, totosego,false,
L2024-05-14_madlen,19,L2024-05-14, madlen,false,
L2024-05-14_shum,20,L2024-05-14, shum,false,
L2024-05-14_kanonov,21,L2024-05-14, kanonov,false,
L2024-05-14_hrustal,22,L2024-05-14, hrustal,false,
L2024-05-14_chteniem,23,L2024-05-14, chteniem,false,
L2024-05-14_baltijsk,24,L2024-05-14, baltijsk,false,
L2024-05-14_esli,25,L2024-05-14, esli,false,
L2024-05-14_alliluja,26,L2024-05-14, alliluja,false,
L2024-05-14_sharmans,27,L2024-05-14, sharmans,false,
L2024-05-14_pesenkao,28,L2024-05-14, pesenkao,false,

02.05.2024 чт – Москва, бард-клуб "Гнездо глухаря"
L2024-05-02_krasnye,01,L2024-05-02, krasnye,false,
L2024-05-02_rodljuds,02,L2024-05-02, rodljuds,false,
L2024-05-02_zaklinan,03,L2024-05-02, zaklinan,false,
L2024-05-02_podzname,04,L2024-05-02, podzname,false,
L2024-05-02_akoektop,05,L2024-05-02, akoektop,false,
L2024-05-02_volk,06,L2024-05-02, volk,false,
L2024-05-02_zvezdoch,07,L2024-05-02, zvezdoch,false,
L2024-05-02_razvecht,08,L2024-05-02, razvecht,false,
L2024-05-02_izpepla,09,L2024-05-02, izpepla,false,
L2024-05-02_traviata,10,L2024-05-02, traviata,false,
L2024-05-02_kuspehuv,11,L2024-05-02, kuspehuv,false,
L2024-05-02_kudanena,12,L2024-05-02, kudanena,false,
L2024-05-02_kto,13,L2024-05-02, kto,false,
L2024-05-02_stixiopr,14,L2024-05-02, stixiopr,false,
L2024-05-02_vpoxodny,15,L2024-05-02, vpoxodny,false,
L2024-05-02_esli,16,L2024-05-02, esli,false,
L2024-05-02_totosego,17,L2024-05-02, totosego,false,
---
L2024-05-02_zhizn,18,L2024-05-02, zhizn,false,
L2024-05-02_romans2,19,L2024-05-02, romans2,false,
L2024-05-02_shum,20,L2024-05-02, shum,false,
L2024-05-02_kanonov,21,L2024-05-02, kanonov,false,
L2024-05-02_pamjativ,22,L2024-05-02, pamjativ,false,
L2024-05-02_hrustal,23,L2024-05-02, hrustal,false,
L2024-05-02_zoosad,24,L2024-05-02, zoosad,false,
L2024-05-02_madlen,25,L2024-05-02, madlen,false,
L2024-05-02_baltijsk,26,L2024-05-02, baltijsk,false,
L2024-05-02_alliluja,27,L2024-05-02, alliluja,false,
L2024-05-02_sharmans,28,L2024-05-02, sharmans,false,
L2024-05-02_chepuxa,29,L2024-05-02, chepuxa,false,

21.04.2024 вс – Санкт-Петербург, бард-клуб "Гнездо глухаря", вечерний
L2024-04-21-2-podzname,01,L2024-04-21-2,podzname,false,
L2024-04-21-2-akoektop,02,L2024-04-21-2,akoektop,false,
L2024-04-21-2-zvezdoch,03,L2024-04-21-2,zvezdoch,false,
L2024-04-21-2-razvecht,04,L2024-04-21-2,razvecht,false,
L2024-04-21-2-romans2,05,L2024-04-21-2,romans2,false,
L2024-04-21-2-prosba,06,L2024-04-21-2,prosba,false,
L2024-04-21-2-kuspehuv,07,L2024-04-21-2,kuspehuv,false,
L2024-04-21-2-traviata,08,L2024-04-21-2,traviata,false,
L2024-04-21-2-hrustal,09,L2024-04-21-2,hrustal,false,
L2024-04-21-2-kudanena,10,L2024-04-21-2,kudanena,false,
L2024-04-21-2-stixiopr,11,L2024-04-21-2,stixiopr,false,
L2024-04-21-2-vpoxodny,12,L2024-04-21-2,vpoxodny,false,
L2024-04-21-2-chtonam,13,L2024-04-21-2,chtonam,false,
L2024-04-21-2-totosego,14,L2024-04-21-2,totosego,false,
---
L2024-04-21-2-zhizn,15,L2024-04-21-2,zhizn,false,
L2024-04-21-2-chuzhaj2,16,L2024-04-21-2,chuzhaj2,false,
L2024-04-21-2-udachny,17,L2024-04-21-2,udachny,false,
L2024-04-21-2-propadu,18,L2024-04-21-2,propadu,false,
L2024-04-21-2-baltijsk,19,L2024-04-21-2,baltijsk,false,
L2024-04-21-2-esli,20,L2024-04-21-2,esli,false,
L2024-04-21-2-zoosad,21,L2024-04-21-2,zoosad,false,
L2024-04-21-2-madlen,22,L2024-04-21-2,madlen,false,
L2024-04-21-2-chepuxa,23,L2024-04-21-2,chepuxa,false,
L2024-04-21-2-sharmans,24,L2024-04-21-2,sharmans,false,
L2024-04-21-2-pesenkao,25,L2024-04-21-2,pesenkao,false,

21.04.2024 вс – Санкт-Петербург, бард-клуб "Гнездо глухаря", дневной
L2024-04-21-1-ryba,01,L2024-04-21-2,ryba,false,
L2024-04-21-1-deja,02,L2024-04-21-2,deja,false,
L2024-04-21-1-peyzazh,03,L2024-04-21-2,peyzazh,false,
L2024-04-21-1-suhumi,04,L2024-04-21-2,suhumi,false,
L2024-04-21-1-kto,05,L2024-04-21-2,kto,false,
L2024-04-21-1-chumka,06,L2024-04-21-2,chumka,false,
L2024-04-21-1-chteniem,07,L2024-04-21-2,chteniem,false,
L2024-04-21-1-nadvuhk,08,L2024-04-21-2,nadvuhk,false,
L2024-04-21-1-izpepla,09,L2024-04-21-2,izpepla,false,
L2024-04-21-1-stenyusv,10,L2024-04-21-2,stenyusv,false,
L2024-04-21-1-krechi,11,L2024-04-21-2,krechi,false,
L2024-04-21-1-romansma,12,L2024-04-21-2,romansma,false,
L2024-04-21-1-itakvope,13,L2024-04-21-2,itakvope,false,
L2024-04-21-1-zastolnaya,14,L2024-04-21-2,zastolnaya,false,
---
L2024-04-21-1-dopoezda,15,L2024-04-21-2,dopoezda,false,
L2024-04-21-1-avtoparo,16,L2024-04-21-2,avtoparo,false,
L2024-04-21-1-nezabyva,17,L2024-04-21-2,nezabyva,false,
L2024-04-21-1-japodari,18,L2024-04-21-2,japodari,false,
L2024-04-21-1-volk,19,L2024-04-21-2,volk,false,
L2024-04-21-1-tirbayard,20,L2024-04-21-2,tirbayard,false,
L2024-04-21-1-shum,21,L2024-04-21-2,shum,false,
L2024-04-21-1-kanonov,22,L2024-04-21-2,kanonov,false,
L2024-04-21-1-pamjativ,23,L2024-04-21-2,pamjativ,false,
L2024-04-21-1-alliluja,24,L2024-04-21-2,alliluja,false,
L2024-04-21-1-nerazmen,25,L2024-04-21-2,nerazmen,false,

07.04.2024 вс – Германия, Карлсруэ, Anne Frank Haus
L2024-04-07_volk,01,L2024-04-07, volk,false,
L2024-04-07_zhizn,02,L2024-04-07, zhizn,false,
L2024-04-07_krasnye,03,L2024-04-07, krasnye,false,
L2024-04-07_voslavug,04,L2024-04-07, voslavug,false,
L2024-04-07_suhumi,05,L2024-04-07, suhumi,false,
L2024-04-07_peyzazh,06,L2024-04-07, peyzazh,false,
L2024-04-07_chteniem,07,L2024-04-07, chteniem,false,
L2024-04-07_razvecht,08,L2024-04-07, razvecht,false,
L2024-04-07_chumka,09,L2024-04-07, chumka,false,
L2024-04-07_japodari,10,L2024-04-07, japodari,false,
L2024-04-07_aviapochta,11,L2024-04-07, aviapochta,false,
L2024-04-07_baltijsk,12,L2024-04-07, baltijsk,false,
L2024-04-07_prosba,13,L2024-04-07, prosba,false,
L2024-04-07_itakvope,14,L2024-04-07, itakvope,false,
L2024-04-07_zastolnaya,15,L2024-04-07, zastolnaya,false,
---
L2024-04-07_dopoezda,16,L2024-04-07, dopoezda,false,
L2024-04-07_avtoparo,17,L2024-04-07, avtoparo,false,
L2024-04-07_ryba,18,L2024-04-07, ryba,false,
L2024-04-07_udachny,19,L2024-04-07, udachny,false,
L2024-04-07_madlen,20,L2024-04-07, madlen,false,
L2024-04-07_deja,21,L2024-04-07, deja,false,
L2024-04-07_nezabyva,22,L2024-04-07, nezabyva,false,
L2024-04-07_pamjativ,23,L2024-04-07, pamjativ,false,
L2024-04-07_sharmans,24,L2024-04-07, sharmans,false,
L2024-04-07_totosego,25,L2024-04-07, totosego,false,
L2024-04-07_alliluja,26,L2024-04-07, alliluja,false,
L2024-04-07_esli,27,L2024-04-07, esli,false,
L2024-04-07_pesenkao,28,L2024-04-07, pesenkao,false,
L2024-04-07_nerazmen,29,L2024-04-07, nerazmen,false,

03.04.2024 ср – Москва, бард-клуб "Гнездо глухаря"
L2024-04-03_volk,01,L2024-04-03, volk,false,
L2024-04-03_zhizn,02,L2024-04-03, zhizn,false,
