"id","number","perfs_id","sets_id"
s1995-s_,"Колыбельная"
s1995-s_,"Сердце ангела"
s1995-s_,"Ecce homo"
s1995-s_,"Интермедия 1"
s1995-s_,"Анета"
s1995-s_,"1995"
s1995-s_,"Предположим"
s1995-s_,"Меж этим..."
s1995-s_,"Песенка"
s1995-s_,"Мой несчастный друг..."
s1995-s_,"Призвав решительность..."
s1993-f_,"Заклинание"
s1995-s_,"Интермедия 2"
s1995-s_,"Natura non facit saltus"
s1993-m_,"Нет, нет!.."
s1992_,"Бродяги"
s1992_,"После холодности..."
s1993-s_,"Кадриль"
s1993-s_,"Вадемекум"
